IE_XML_ID;IE_NAME;IP_PROP64
17758;Универсальный светодиодный светильник ДВО03-36 IP54 БАП;/local/templates/universe_s1/Пожарный сертификат КЕО СВЕТ JPEG.jpg
17758;Универсальный светодиодный светильник ДВО03-36 IP54 БАП;/local/templates/universe_s1/Сертификат СанПин.jpg
17759;"Бактерицидный офисный светильник ""Антивирус"" Армстронг";/local/templates/universe_s1/Декларация о соответствии КЕО СВЕТ.png
17759;"Бактерицидный офисный светильник ""Антивирус"" Армстронг";/local/templates/universe_s1/Пожарный сертификат КЕО СВЕТ JPEG.jpg
17759;"Бактерицидный офисный светильник ""Антивирус"" Армстронг";/local/templates/universe_s1/Сертификат СанПин.jpg
17760;"Бактерицидный светильник Грильято ""Антивирус""";/local/templates/universe_s1/Декларация о соответствии КЕО СВЕТ.png
17760;"Бактерицидный светильник Грильято ""Антивирус""";/local/templates/universe_s1/Пожарный сертификат КЕО СВЕТ JPEG.jpg
17760;"Бактерицидный светильник Грильято ""Антивирус""";/local/templates/universe_s1/Сертификат СанПин.jpg
17761;Бактерицидный светильник LL-UVB-Pro-40;/local/templates/universe_s1/Декларация о соответствии КЕО СВЕТ.png
17761;Бактерицидный светильник LL-UVB-Pro-40;/local/templates/universe_s1/Пожарный сертификат КЕО СВЕТ JPEG.jpg
17761;Бактерицидный светильник LL-UVB-Pro-40;/local/templates/universe_s1/Сертификат СанПин.jpg
17762;Противовирусный светильник ОБРН 01-15 Рециркулятор;/local/templates/universe_s1/Декларация о соответствии КЕО СВЕТ.png
